protein_ids	12500amol_r1	12500amol_r2	12500amol_r3	125amol_r1	125amol_r2	125amol_r3	25000amol_r1	25000amol_r2	25000amol_r3	2500amol_r1	2500amol_r2	2500amol_r3	250amol_r1	250amol_r2	250amol_r3	50000amol_r1	50000amol_r2	50000amol_r3	5000amol_r1	5000amol_r2	5000amol_r3	500amol_r1	500amol_r2	500amol_r3	50amol_r1	50amol_r2	50amol_r3
sp|P01098|STF1_YEAST	3405600	3349200	4090700	6074200	6739100	5662200	3471700	3717000	3623100	2741900	3380500	4053000	4149000	4668000	3872400	5356700	6024300	7385400	3061400	2989300	3122700	4500400	3951700	4087400	8471000	7145400	7406400
sp|P01123|YPT1_YEAST	9856700	7798700	8607800	7590800	7563900	8357100	9051600	0	8849500	10416000	10755000	9449700	9470600	9537100	9719800	7633100	9262400	8333100	12337000	10094000	10997000	8758400	8784100	8624600	5806700	6930900	6685700
sp|P02293|H2B1_YEAST;sp|P02294|H2B2_YEAST	87983000	96790000	91539000	112560000	127050000	101870000	81730000	87108000	83687000	91493000	95688000	102950000	128450000	108190000	100550000	77813000	84456000	79335000	93992000	98326000	102830000	101110000	107270000	105060000	137680000	116100000	118210000
sp|P02309|H4_YEAST	138730000	137030000	143370000	113320000	111780000	110340000	142920000	156520000	149090000	134680000	129920000	139540000	124090000	120480000	125680000	138180000	124170000	140290000	138690000	136520000	142110000	123460000	122210000	115080000	91780000	110780000	111560000
sp|P02400|RLA4_YEAST	269870000	266120000	280190000	257830000	251700000	246470000	292820000	293420000	279620000	312840000	274110000	286170000	285400000	282500000	271920000	243910000	260200000	244380000	301470000	296870000	297070000	264490000	277030000	259600000	235830000	242830000	261690000
sp|P02406|RL28_YEAST	210580000	196540000	215270000	192110000	192800000	194810000	200240000	197180000	189950000	200920000	207470000	219730000	173970000	192920000	200430000	231970000	216810000	216580000	198060000	226220000	219980000	204210000	207270000	219790000	205610000	186810000	189930000
sp|P02407|RS17A_YEAST;sp|P14127|RS17B_YEAST	279680000	289830000	292690000	280570000	292880000	277440000	282500000	297470000	287910000	314490000	302010000	299000000	282450000	280020000	305280000	272260000	283220000	262010000	304990000	311530000	314490000	285710000	309340000	297630000	282310000	254400000	249790000
sp|P02557|TBB_YEAST	52738000	60520000	53141000	55132000	60370000	58061000	56586000	59634000	53050000	64306000	65100000	60985000	64589000	59588000	60146000	56512000	49251000	55377000	62159000	57321000	58511000	62607000	57381000	61084000	68657000	58268000	58823000
sp|P02829|HSP82_YEAST	211350000	224890000	235920000	246700000	261500000	243420000	228220000	234500000	257520000	235780000	222700000	218050000	227420000	238210000	239170000	252020000	246230000	251440000	215400000	215970000	233570000	219100000	241310000	227920000	281650000	303620000	315200000
sp|P02992|EFTU_YEAST	71205000	64983000	63153000	71554000	76562000	76995000	64454000	55731000	56367000	64306000	68488000	64188000	76705000	74878000	71487000	58656000	54781000	63533000	63464000	67099000	65311000	79264000	71657000	79513000	80589000	75299000	80060000
sp|P02994|EF1A_YEAST	4443300000	4436900000	4337100000	3891200000	3915800000	4047300000	4248900000	3999700000	4110500000	4364400000	4450500000	4439200000	4185900000	4269800000	4124300000	4080300000	4165600000	4140900000	4398800000	4492200000	4525900000	4261900000	4167200000	4390200000	3467300000	3620800000	3743200000
sp|P03962|PYRF_YEAST	100250000	98029000	98354000	106380000	100660000	100730000	92144000	89784000	101600000	116220000	99024000	98065000	114890000	107950000	99315000	86937000	88141000	93579000	99635000	96903000	85956000	103470000	93144000	94390000	102520000	97423000	96143000
sp|P03965|CARB_YEAST	144230000	149710000	144710000	149210000	145000000	145910000	137870000	125170000	135480000	152100000	153630000	133790000	150500000	151660000	150990000	130300000	119760000	119240000	141650000	148890000	147160000	155670000	147330000	148500000	138790000	136360000	144770000
sp|P04037|COX4_YEAST	49935000	48772000	44115000	51355000	47406000	46473000	42049000	40661000	41716000	52614000	50090000	48458000	49275000	45910000	50202000	47285000	47152000	43756000	50568000	50709000	48929000	48143000	51096000	49343000	38290000	39248000	48602000
sp|P04050|RPB1_YEAST;sp|P10964|RPA1_YEAST	12032000	17510000	13819000	18995000	15557000	16636000	16107000	21964000	16921000	16820000	13908000	15888000	12839000	18886000	14766000	15332000	16436000	14568000	16446000	16974000	16551000	18768000	18867000	18627000	16593000	16637000	24033000
sp|P04076|ARLY_YEAST	97450000	97742000	98231000	108580000	101100000	98475000	96408000	94635000	98560000	101810000	99466000	101170000	109170000	108480000	105290000	100500000	89816000	92008000	96629000	95035000	99449000	102480000	101630000	98136000	122290000	123460000	126450000
sp|P04147|PABP_YEAST	351120000	330790000	333980000	353900000	357990000	363220000	329230000	320400000	305250000	376780000	357820000	353050000	336510000	343440000	341410000	301160000	297110000	298230000	354210000	366610000	349860000	370370000	352780000	357030000	319360000	343570000	337010000
sp|P04161|PUR3_YEAST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4524400	3512000	3365300
sp|P04449|RL24A_YEAST;sp|P24000|RL24B_YEAST	134290000	155060000	162850000	176120000	176110000	168490000	155230000	128450000	138570000	155470000	146490000	152830000	147480000	162000000	177880000	176030000	177850000	176840000	143350000	138810000	150440000	174500000	174690000	170300000	159670000	168710000	178630000
sp|P04456|RL25_YEAST	242640000	260400000	259720000	274900000	264670000	271730000	244960000	261190000	262580000	267370000	264790000	249460000	266510000	274820000	268660000	235640000	253630000	229900000	245770000	265220000	264390000	269830000	277620000	282090000	238590000	240020000	246130000
sp|P04710|ADT1_YEAST;sp|P18238|ADT3_YEAST;sp|P18239|ADT2_YEAST	248100000	240440000	246160000	235160000	243300000	237070000	239190000	249650000	233220000	272840000	254720000	259240000	245080000	250910000	241380000	234340000	227430000	217900000	246240000	265950000	274580000	256380000	249400000	252670000	216690000	226950000	231820000
sp|P04801|SYTC_YEAST	157020000	153520000	153260000	172080000	147630000	155820000	144420000	148090000	149080000	158460000	159230000	159360000	163080000	163290000	158080000	147240000	125010000	128230000	164400000	161200000	157790000	155840000	161960000	165900000	149650000	144870000	144270000
sp|P04802|SYDC_YEAST	365630000	386590000	370650000	340490000	345180000	352900000	363150000	386400000	364390000	382110000	390810000	378830000	356630000	348930000	366430000	356130000	344630000	357310000	383370000	394870000	370460000	369170000	378790000	372830000	334280000	336150000	344070000
sp|P04806|HXKA_YEAST	539300000	557140000	570160000	568270000	555700000	566540000	543270000	500950000	504430000	576450000	585080000	567700000	580670000	576490000	564730000	486870000	464980000	480610000	571770000	556860000	576180000	580650000	575410000	602840000	563930000	564240000	578560000
sp|P04807|HXKB_YEAST	1306500000	1330800000	1379200000	1392700000	1402500000	1385700000	1286900000	1224600000	1229200000	1383900000	1372900000	1314500000	1403900000	1380600000	1382300000	1125900000	1097100000	1111800000	1318900000	1299700000	1327900000	1347000000	1365500000	1368200000	1366200000	1361200000	1314600000
sp|P04840|VDAC1_YEAST	580330000	609400000	601360000	532480000	538910000	516770000	586950000	604580000	578250000	594170000	608030000	596900000	539110000	536380000	574140000	561030000	538620000	560380000	588580000	590170000	606260000	564210000	566690000	560600000	528980000	506610000	511360000
sp|P04911|H2A1_YEAST;sp|P04912|H2A2_YEAST	147990000	158340000	144560000	145230000	143020000	134930000	165680000	134300000	134910000	155140000	157380000	147660000	148530000	166910000	142580000	149240000	142570000	154830000	135830000	152130000	146080000	148370000	152810000	156190000	265170000	308740000	168330000
sp|P05030|PMA1_YEAST;sp|P19657|PMA2_YEAST	384600000	368500000	372350000	361440000	364570000	369230000	358530000	358890000	339370000	376200000	400960000	376220000	350590000	342540000	356520000	363510000	359320000	379030000	384930000	376880000	372150000	351880000	364860000	352190000	440270000	386390000	392010000
sp|P05150|OTC_YEAST	5104100	8163900	5944500	10118000	6653500	5918300	6244000	7123200	5729400	6309500	0	8547300	5216500	6424600	5181100	6435700	6849300	6544200	0	0	0	7123800	5801400	5702000	10931000	6308000	7753300
sp|P05317|RLA0_YEAST	477560000	480270000	486910000	513830000	489100000	494970000	463490000	455350000	448780000	504030000	509890000	477130000	541400000	481450000	481500000	445070000	436500000	447260000	488380000	489360000	465490000	473440000	488860000	471480000	484700000	482600000	476090000
sp|P05318|RLA1_YEAST	241790000	262890000	268450000	243850000	244480000	241940000	263510000	220250000	240790000	245320000	257060000	252410000	257420000	245610000	244470000	212660000	211810000	221530000	238730000	242910000	251600000	259130000	246660000	258180000	249750000	270510000	271620000
sp|P05319|RLA2_YEAST	159750000	168210000	173960000	160170000	147210000	151540000	204070000	206360000	167740000	184740000	180250000	178680000	179880000	172140000	169030000	185660000	191890000	197170000	193180000	188430000	189670000	164870000	161180000	154440000	172600000	175940000	162810000
sp|P05373|HEM2_YEAST	16088000	16501000	19482000	14183000	15503000	16885000	17657000	22726000	23109000	21226000	17779000	20032000	13745000	15848000	17157000	15412000	13722000	16052000	16607000	17216000	16034000	13787000	19074000	17949000	15595000	14060000	13489000
sp|P05453|ERF3_YEAST	8604000	9435100	9576700	8356500	8474800	9772100	8879100	9434900	9628800	8053000	9834100	8426400	11961000	10371000	9152000	10307000	10152000	8809700	8726800	9032600	9901300	9203500	8693200	8227700	9740500	9343800	8748700
sp|P05626|ATPF_YEAST	17740000	15767000	14271000	14108000	16634000	16278000	19157000	18212000	14329000	16183000	17721000	15806000	15849000	17207000	17452000	15211000	16412000	12064000	13790000	17139000	18202000	19080000	17366000	18891000	8069400	12918000	11824000
sp|P05694|METE_YEAST	901870000	881620000	873530000	845540000	867790000	900940000	846660000	876120000	834200000	922600000	893930000	886760000	883940000	889080000	902220000	813660000	808840000	795730000	913110000	929740000	895160000	944660000	916760000	901820000	841990000	830500000	848530000
sp|P05737|RL7A_YEAST;sp|Q12213|RL7B_YEAST	564750000	556580000	572280000	507140000	523360000	539600000	533060000	573860000	547800000	573070000	558740000	576470000	532490000	534410000	524810000	521100000	558030000	560080000	577130000	573630000	601500000	553010000	543510000	534350000	500660000	508040000	509990000
sp|P05738|RL9A_YEAST;sp|P51401|RL9B_YEAST	134390000	131500000	131160000	137650000	130980000	130160000	127420000	134180000	131210000	127450000	116360000	125150000	122690000	122240000	123530000	138170000	131080000	127160000	125730000	131650000	124170000	119010000	123480000	128040000	176130000	162980000	147650000
sp|P05739|RL6B_YEAST	94940000	92293000	88451000	93399000	87521000	88019000	84884000	94172000	93239000	79786000	95459000	90889000	80078000	88689000	84017000	89127000	82476000	84149000	93971000	93823000	100810000	88549000	91852000	89428000	88751000	90294000	89523000
sp|P05740|RL17A_YEAST	200420000	205960000	213580000	217590000	226730000	229580000	196780000	192880000	209490000	210950000	218450000	208270000	215840000	219070000	227820000	208310000	227590000	202680000	215340000	234080000	217810000	230400000	224170000	231580000	245900000	244270000	234880000
sp|P05743|RL26A_YEAST	12644000	15977000	13970000	11029000	1451800	9953600	11439000	15556000	15090000	11830000	14258000	13657000	9524400	10368000	9709300	11932000	0	12302000	14383000	14373000	13247000	12561000	10207000	10690000	10218000	7930200	9801500
sp|P05744|RL33A_YEAST	54898000	57633000	55249000	47047000	51301000	49367000	52774000	53771000	50227000	56919000	53036000	55508000	50190000	49295000	50130000	53491000	55307000	49157000	53545000	58626000	86746000	53724000	90420000	79666000	40396000	42763000	45957000
sp|P05747|RL29_YEAST	170600	100790	0	0	0	948950	0	403130	126400	2272800	1174300	0	901600	574780	483650	0	0	0	0	1103800	0	14278	1045900	925170	0	0	0
sp|P05748|RL15A_YEAST;sp|P54780|RL15B_YEAST	292630000	307410000	294980000	300480000	305580000	291750000	299950000	293140000	280980000	309630000	296400000	322070000	279690000	294930000	290120000	300850000	303040000	302050000	329260000	312550000	325560000	291660000	307650000	312810000	325830000	301400000	297110000
sp|P05749|RL22A_YEAST	48162000	50796000	40300000	47854000	49640000	50110000	45792000	45047000	44225000	56524000	53558000	49760000	46835000	51187000	50402000	37060000	31861000	31359000	51107000	47872000	49871000	45375000	42826000	43913000	46327000	45674000	46332000
sp|P05750|RS3_YEAST	669430000	673780000	672810000	662080000	629730000	631200000	658550000	660970000	665110000	658690000	679770000	677520000	636980000	647650000	650530000	662680000	656860000	655220000	652970000	652590000	679750000	657490000	652440000	659770000	614590000	638770000	638070000
sp|P05755|RS9B_YEAST	182840000	182060000	190650000	176360000	166280000	160840000	170140000	188810000	178260000	185510000	176450000	183710000	164150000	157550000	161860000	194540000	207380000	208890000	170970000	173970000	178220000	164660000	154650000	166810000	210170000	188900000	198270000
sp|P05756|RS13_YEAST	232910000	227910000	223440000	210940000	212270000	200470000	223740000	241940000	225970000	225630000	233460000	235570000	191760000	202320000	206310000	224280000	224660000	211770000	224290000	228380000	245890000	214510000	220010000	217570000	180550000	188150000	187670000
sp|P05759|RS31_YEAST	115630000	117710000	102790000	88913000	98527000	107480000	107440000	108260000	83674000	103730000	98437000	108020000	101890000	98556000	94616000	109250000	116260000	107140000	106190000	143370000	114340000	108510000	115640000	112760000	77460000	69403000	79685000
sp|P06101|CDC37_YEAST	51620000	48484000	49715000	55417000	48285000	49569000	42812000	45924000	48798000	52538000	49042000	51084000	50210000	51695000	48337000	41881000	40683000	42917000	44184000	45449000	47830000	57476000	51607000	46026000	40673000	40859000	42784000
sp|P06103|EIF3B_YEAST	56894000	53207000	63065000	68863000	64461000	67161000	55565000	59722000	57226000	65136000	69533000	65840000	70851000	60695000	52672000	60507000	59574000	49294000	73956000	60006000	66965000	63324000	66731000	61103000	61481000	87415000	78702000
sp|P06105|SC160_YEAST	75025000	71772000	71095000	84283000	84910000	84645000	73199000	78711000	71666000	87493000	79083000	82871000	82229000	89886000	97188000	66857000	70677000	78431000	80440000	81805000	82146000	89116000	83733000	77967000	64236000	67205000	70421000
sp|P06106|CYSD_YEAST	254830000	261110000	264340000	266310000	269400000	256800000	264020000	269550000	259280000	258840000	275210000	258370000	258020000	266610000	283840000	247970000	254450000	259000000	268190000	260320000	265820000	279570000	276120000	260010000	260400000	252090000	254400000
sp|P06169|PDC1_YEAST;sp|P26263|PDC6_YEAST;sp|Q07471|THI3_YEAST	9700700000	9796500000	10037000000	9337100000	9429300000	9447000000	9393400000	9299200000	9415800000	9686300000	9736200000	9520400000	9603200000	9840900000	9948800000	8758200000	9092200000	9137600000	9648700000	9759000000	9737700000	9655400000	9753700000	9618300000	9516400000	9816700000	9864500000
sp|P06182|CCHL_YEAST	0	1507700	1179700	0	1210200	1127000	1461600	1452800	1393100	1458900	0	1869600	1841100	1473700	1730200	1171200	1391000	1510600	1691700	1388400	1458700	1328000	2059600	1531100	0	1777900	2051100
sp|P06208|LEU1_YEAST;sp|Q12166|LEU9_YEAST	184580000	175030000	175330000	164600000	182720000	175580000	176430000	186500000	163420000	188500000	189040000	179350000	175970000	164250000	183660000	166270000	159430000	148710000	176900000	187540000	180710000	190480000	187070000	189770000	153540000	144460000	146210000
sp|P06367|RS14A_YEAST;sp|P39516|RS14B_YEAST	261670000	262100000	260520000	338580000	321710000	305300000	277570000	261610000	276260000	261330000	245860000	288900000	287700000	296120000	301380000	249480000	271830000	310240000	277630000	276490000	279750000	320320000	341690000	331450000	299520000	313760000	351570000
sp|P06634|DED1_YEAST;sp|P24784|DBP1_YEAST	30487000	33275000	26361000	30775000	27269000	30515000	29743000	33625000	37721000	34490000	31143000	31748000	32324000	36127000	29626000	25240000	26183000	26925000	33816000	41175000	31413000	32083000	28889000	30583000	29936000	25683000	28981000
sp|P06738|PHSG_YEAST	166950000	162660000	168900000	179120000	169140000	163940000	167390000	149230000	170320000	174980000	180920000	170500000	170300000	171190000	163270000	146620000	146000000	145430000	169340000	177480000	172130000	172680000	164860000	172210000	175700000	178100000	178660000
sp|P06780|RHO1_YEAST	54110000	56687000	58247000	47077000	43457000	48975000	58917000	70277000	64092000	61522000	60334000	62954000	49774000	44118000	47346000	52323000	57392000	55085000	69307000	63513000	63094000	41009000	44118000	45795000	43142000	47140000	43920000
sp|P06787|CALM_YEAST	92587000	88761000	88393000	93607000	86737000	90575000	97529000	87220000	84633000	91723000	93286000	92026000	93622000	91688000	87548000	80443000	75119000	79236000	95358000	91022000	97627000	91324000	91326000	87587000	93916000	71136000	78585000
sp|P07143|CY1_YEAST	25834000	25235000	24315000	24449000	32557000	26952000	25569000	27494000	29053000	27633000	24283000	23972000	27325000	26778000	26557000	27351000	31918000	32125000	33575000	25922000	23676000	26269000	27880000	27257000	27907000	29065000	29138000
sp|P07149|FAS1_YEAST	1128100000	1133900000	1141300000	1136300000	1117200000	1151100000	1090500000	1087400000	1035200000	1174400000	1175800000	1172600000	1134300000	1151900000	1146000000	1025200000	979640000	990190000	1186200000	1174200000	1170000000	1164400000	1197200000	1140300000	1071600000	1089300000	1092700000
sp|P07170|KAD2_YEAST	229250000	228670000	226620000	233310000	229380000	251400000	231890000	247060000	219240000	249480000	234740000	237890000	229120000	236890000	239840000	217120000	222400000	208960000	234480000	240110000	244070000	234720000	243710000	242320000	181930000	202920000	207110000
sp|P07213|TOM70_YEAST	25791000	29832000	26363000	25991000	24976000	29176000	21759000	25620000	27424000	30385000	25874000	31883000	24448000	25211000	26913000	25198000	22218000	24008000	26863000	30516000	25050000	30591000	27895000	30124000	32536000	25850000	25753000
sp|P07244|PUR2_YEAST	25445000	24714000	28848000	21888000	27083000	24676000	27260000	27724000	22784000	30181000	23773000	26600000	25892000	24403000	22752000	25050000	23790000	16218000	27726000	32536000	25738000	19576000	22054000	25011000	29006000	19229000	19616000
sp|P07245|C1TC_YEAST	224460000	241060000	235130000	244800000	238130000	251360000	235470000	243790000	223870000	241740000	237180000	236500000	234450000	238430000	239780000	212220000	208990000	232930000	232610000	246370000	230720000	250690000	236670000	247190000	200530000	208650000	203050000
sp|P07246|ADH3_YEAST	56040000	50395000	53283000	55071000	56061000	57288000	54008000	51105000	48959000	57439000	59604000	61307000	54168000	55071000	58382000	56362000	51609000	53012000	56646000	61981000	58687000	55899000	62914000	61295000	42224000	40040000	45037000
sp|P07251|ATPA_YEAST	472320000	479860000	479580000	460640000	476500000	481880000	459020000	487980000	474390000	490880000	485100000	498990000	486510000	491050000	467940000	439750000	457380000	441140000	498660000	512570000	509290000	518920000	495030000	497240000	445010000	419420000	462970000
